creator,creatorLabel,linkcount
http://www.wikidata.org/entity/Q1627994,Horatio Walker,6
http://www.wikidata.org/entity/Q2992053,Henry Mosler,6
http://www.wikidata.org/entity/Q3076784,Bōsai Kameda,6
http://www.wikidata.org/entity/Q16947611,Hilla Becher,6
http://www.wikidata.org/entity/Q3068652,Ferdinand Richardt,6
http://www.wikidata.org/entity/Q3324063,Mori Sosen,6
http://www.wikidata.org/entity/Q3383295,Pierre-Louis Pierson,6
http://www.wikidata.org/entity/Q3567211,Wen Boren,6
http://www.wikidata.org/entity/Q5686851,Hayley Lever,6
http://www.wikidata.org/entity/Q3425272,Ju Chao,6
http://www.wikidata.org/entity/Q5762066,Victor David Brenner,6
http://www.wikidata.org/entity/Q3566124,Wang Zhenpeng,6
http://www.wikidata.org/entity/Q28207217,Rosina Emmet Sherwood,6
http://www.wikidata.org/entity/Q5369182,Wu Dacheng,6
http://www.wikidata.org/entity/Q7781868,Theodore Kaufmann,6
http://www.wikidata.org/entity/Q265044,Adolph Alexander Weinman,6
http://www.wikidata.org/entity/Q12053936,Howard Russell Butler,6
http://www.wikidata.org/entity/Q3373427,Alfred Thomas Agate,6
http://www.wikidata.org/entity/Q3552728,Kuniteru I,6
http://www.wikidata.org/entity/Q6134276,James Frothingham,6
http://www.wikidata.org/entity/Q3484255,Simon Denis,6
http://www.wikidata.org/entity/Q6232998,John Ferguson Weir,6
http://www.wikidata.org/entity/Q702609,Wang Duo,6
http://www.wikidata.org/entity/Q3271490,Léonard Defrance,6
http://www.wikidata.org/entity/Q3161407,James Sharples,6
http://www.wikidata.org/entity/Q12343974,Vilhelm Petersen,6
http://www.wikidata.org/entity/Q5423324,Ezra Ames,6
http://www.wikidata.org/entity/Q7793282,Thomas Prichard Rossiter,6
http://www.wikidata.org/entity/Q35734,William Anderson Coffin,6
http://www.wikidata.org/entity/Q4710750,Albert Lorey Groll,6
http://www.wikidata.org/entity/Q3571447,Yamamoto Baiitsu,6
http://www.wikidata.org/entity/Q3330927,Joseph Henry Sharp,6
http://www.wikidata.org/entity/Q13560751,Virginia Richmond Reynolds,6
http://www.wikidata.org/entity/Q5271593,Diane Victor,6
http://www.wikidata.org/entity/Q7023464,Ni Yuanlu,6
http://www.wikidata.org/entity/Q320899,Théodore Caruelle d'Aligny,6
http://www.wikidata.org/entity/Q559325,Charles Clifford,6
http://www.wikidata.org/entity/Q3424695,Ren Xun,6
http://www.wikidata.org/entity/Q3875919,Niccolò di Buonaccorso,6
http://www.wikidata.org/entity/Q19792224,Laura Coombs Hills,6
http://www.wikidata.org/entity/Q1117749,Master of the Magdalen,6
http://www.wikidata.org/entity/Q3087909,Jean-Baptiste Monnoyer,6
http://www.wikidata.org/entity/Q5446751,Fidelia Bridges,6
http://www.wikidata.org/entity/Q2823892,Adalbert J. Volck,6
http://www.wikidata.org/entity/Q4499696,Li Zai,6
http://www.wikidata.org/entity/Q2131415,Raphael Soyer,6
http://www.wikidata.org/entity/Q1553935,Guillaume Voiriot,6
http://www.wikidata.org/entity/Q3575402,Zhao Zuo,6
http://www.wikidata.org/entity/Q7555428,Sokuhi Nyoitsu,6
http://www.wikidata.org/entity/Q1227082,Diosphos Painter,6
http://www.wikidata.org/entity/Q1423925,Callot Soeurs,6
http://www.wikidata.org/entity/Q2644198,Alfred Wahlberg,6
http://www.wikidata.org/entity/Q1532683,Blaise Alexandre Desgoffe,6
http://www.wikidata.org/entity/Q2830918,Albert André,6
http://www.wikidata.org/entity/Q3481452,Shao Mi,6
http://www.wikidata.org/entity/Q3553568,Valentin Bousch,6
http://www.wikidata.org/entity/Q4859173,Barbara Morgan,6
http://www.wikidata.org/entity/Q2681376,Frederik Hendrik Kaemmerer,6
http://www.wikidata.org/entity/Q5588580,Govardhan,6
http://www.wikidata.org/entity/Q6498599,Laura Adams Armer,6
http://www.wikidata.org/entity/Q3074677,Shunkōsai Hokushū,6
http://www.wikidata.org/entity/Q5052974,Catherine Wiley,6
http://www.wikidata.org/entity/Q5602910,John F. Carlson,6
http://www.wikidata.org/entity/Q7962855,Wallace Morgan,6
http://www.wikidata.org/entity/Q943181,Philip Taaffe,6
http://www.wikidata.org/entity/Q16673232,Federico de Madrazo y Ochoa,6
http://www.wikidata.org/entity/Q324800,Don Eddy,6
http://www.wikidata.org/entity/Q576860,Master of Affligem,6
http://www.wikidata.org/entity/Q2972135,Chōkōsai Eishō,6
http://www.wikidata.org/entity/Q3170062,Jean-Urbain Guérin,6
http://www.wikidata.org/entity/Q3751077,Francisque Millet,6
http://www.wikidata.org/entity/Q1918545,Master of the Holy Blood,6
http://www.wikidata.org/entity/Q2833377,Alexander Louis Leloir,6
http://www.wikidata.org/entity/Q125653,Sargent Claude Johnson,6
http://www.wikidata.org/entity/Q330410,Nearchos,6
http://www.wikidata.org/entity/Q1686493,Jeffrey Smart,6
http://www.wikidata.org/entity/Q1883000,William H. Johnson,6
http://www.wikidata.org/entity/Q12072854,Robert White,6
http://www.wikidata.org/entity/Q535607,Giovanni Baronzio,6
http://www.wikidata.org/entity/Q832432,Kerry James Marshall,6
http://www.wikidata.org/entity/Q961823,Alma Lavenson,6
http://www.wikidata.org/entity/Q2900288,Betye Saar,6
http://www.wikidata.org/entity/Q3219659,Laurie Simmons,6
http://www.wikidata.org/entity/Q1641647,Jo Davidson,6
http://www.wikidata.org/entity/Q2013867,Bartolomeo di Giovanni,6
http://www.wikidata.org/entity/Q3532590,Tosa Mitsuyoshi,6
http://www.wikidata.org/entity/Q958441,Emilio Grau Sala,6
http://www.wikidata.org/entity/Q1038401,Carl Graeb,6
http://www.wikidata.org/entity/Q2821872,Abraham de Vries,6
http://www.wikidata.org/entity/Q123747,Johann Jakob Biedermann,6
http://www.wikidata.org/entity/Q3301121,Maurice Marinot,6
http://www.wikidata.org/entity/Q7634046,Sue Coe,6
http://www.wikidata.org/entity/Q320821,Jack Tworkov,6
http://www.wikidata.org/entity/Q2089948,John D. Graham,6
http://www.wikidata.org/entity/Q3269582,Lynne Cohen,6
http://www.wikidata.org/entity/Q5400843,Esteban Vicente,6
http://www.wikidata.org/entity/Q1067592,Charmion Von Wiegand,6
http://www.wikidata.org/entity/Q3858097,Milton Resnick,6
http://www.wikidata.org/entity/Q708763,Philip Pearlstein,6
http://www.wikidata.org/entity/Q1878978,Lysippides Painter,6
http://www.wikidata.org/entity/Q1466398,Fritz Glarner,6
http://www.wikidata.org/entity/Q2462348,Jean-Louis Lemoyne,6
http://www.wikidata.org/entity/Q1566998,Will Barnet,6
http://www.wikidata.org/entity/Q896372,Hans Leinberger,6
http://www.wikidata.org/entity/Q2164544,Dorothy Dehner,6
http://www.wikidata.org/entity/Q3929822,Ralston Crawford,6
http://www.wikidata.org/entity/Q2883927,Barbara Chase-Riboud,6
http://www.wikidata.org/entity/Q3028747,Dionisio Baixeras Verdaguer,6
http://www.wikidata.org/entity/Q17006553,Master of the Legend of Saint Catherine,6
http://www.wikidata.org/entity/Q2342529,Simone Mosca,6
http://www.wikidata.org/entity/Q1990496,Nikolaus Hagenauer,6
http://www.wikidata.org/entity/Q4301086,Thomas Malton,6
http://www.wikidata.org/entity/Q377375,Master of Saint Francis,6
http://www.wikidata.org/entity/Q1301849,Al Held,6
http://www.wikidata.org/entity/Q1643071,Francesco Xanto Avelli,6
http://www.wikidata.org/entity/Q3843417,Maha Maamoun,6
http://www.wikidata.org/entity/Q2070251,Percy Gray,6
http://www.wikidata.org/entity/Q58472820,Edith Mitchill Prellwitz,6
http://www.wikidata.org/entity/Q7261674,Purvis Young,6
http://www.wikidata.org/entity/Q522240,Tina Barney,6
http://www.wikidata.org/entity/Q1700595,John Jabez Edwin Mayal,6
http://www.wikidata.org/entity/Q7300920,Real Fábrica del Buen Retiro,6
http://www.wikidata.org/entity/Q2718358,Parri Spinelli,6
http://www.wikidata.org/entity/Q3371528,Paul Flandrin,6
http://www.wikidata.org/entity/Q71976,Penthesilea Painter,6
http://www.wikidata.org/entity/Q281090,Vicente do Rego Monteiro,6
http://www.wikidata.org/entity/Q1565078,Fred Williams,6
http://www.wikidata.org/entity/Q3095226,Gao Cen,6
http://www.wikidata.org/entity/Q5403208,Ethel Schwabacher,6
http://www.wikidata.org/entity/Q7510710,Siegfried Woldhek,6
http://www.wikidata.org/entity/Q3402687,Preston Dickinson,6
http://www.wikidata.org/entity/Q943594,Acheloos Painter,6
http://www.wikidata.org/entity/Q7410903,Samuel Bemis,6
http://www.wikidata.org/entity/Q1918541,Master of the Codex of Saint George,6
http://www.wikidata.org/entity/Q1329964,Elisabeth Hase,6
http://www.wikidata.org/entity/Q3074993,Utagawa Toyokuni II,6
http://www.wikidata.org/entity/Q4275768,Lucy McKenzie,6
http://www.wikidata.org/entity/Q319819,Edward McKnight Kauffer,6
http://www.wikidata.org/entity/Q6674720,Lonnie Holley,6
http://www.wikidata.org/entity/Q6837258,Michelle Stuart,6
http://www.wikidata.org/entity/Q1982670,Cesare Dandini,6
http://www.wikidata.org/entity/Q5563874,Giovanni Grancino,6
http://www.wikidata.org/entity/Q597038,Antonello de Saliba,6
http://www.wikidata.org/entity/Q3403542,John Dillwyn Llewelyn,6
http://www.wikidata.org/entity/Q6688739,Louise Fishman,6
http://www.wikidata.org/entity/Q4766433,Ann Hamilton,6
http://www.wikidata.org/entity/Q6171106,Jean Marchand,6
http://www.wikidata.org/entity/Q6111490,Jack Bush,6
http://www.wikidata.org/entity/Q2559029,Wendell Castle,6
http://www.wikidata.org/entity/Q3072449,Miyagawa Shunsui,6
http://www.wikidata.org/entity/Q3538239,Traviès,6
http://www.wikidata.org/entity/Q376691,Charles Joseph Hullmandel,6
http://www.wikidata.org/entity/Q2444107,Torii Kiyoshige,6
http://www.wikidata.org/entity/Q326551,Pierre Matisse,6
http://www.wikidata.org/entity/Q182014,Morris Hirshfield,6
http://www.wikidata.org/entity/Q7341594,Robert Arneson,6
http://www.wikidata.org/entity/Q2056546,Pat Oliphant,6
http://www.wikidata.org/entity/Q3019138,Louis Sue,6
http://www.wikidata.org/entity/Q317256,Mark Tansey,6
http://www.wikidata.org/entity/Q2281880,Aurelio Lomi,6
http://www.wikidata.org/entity/Q544072,Gessiron Alves Franco,6
http://www.wikidata.org/entity/Q1279401,Terry Allen,6
http://www.wikidata.org/entity/Q1711445,Ross Bleckner,6
http://www.wikidata.org/entity/Q3261737,Louis Dodero,6
http://www.wikidata.org/entity/Q2860090,Archibald Knox,6
http://www.wikidata.org/entity/Q6990000,Nell Blaine,6
http://www.wikidata.org/entity/Q1285488,Edme Quenedey des Ricets,6
http://www.wikidata.org/entity/Q1563132,Patrick Heron,6
http://www.wikidata.org/entity/Q938221,George Tooker,6
http://www.wikidata.org/entity/Q2965264,Christian Frederick Martin,6
http://www.wikidata.org/entity/Q324571,John Walker,6
http://www.wikidata.org/entity/Q1876707,Carlos Baca-Flor,6
http://www.wikidata.org/entity/Q432546,Jean Charlot,6
http://www.wikidata.org/entity/Q935830,Marcellus Coffermans,6
http://www.wikidata.org/entity/Q3018587,David Park,6
http://www.wikidata.org/entity/Q5398958,Esphyr Slobodkina,6
http://www.wikidata.org/entity/Q3398119,Chantilly porcelain,6
http://www.wikidata.org/entity/Q6272171,Jonas Lie,6
http://www.wikidata.org/entity/Q1444224,Vladimir Ovchinnikov,6
http://www.wikidata.org/entity/Q1325708,Eleanor Antin,6
http://www.wikidata.org/entity/Q16095250,Mary Beth Edelson,6
http://www.wikidata.org/entity/Q92395,Jimmy Ernst,6
http://www.wikidata.org/entity/Q7599013,Stanislav Kolíbal,6
http://www.wikidata.org/entity/Q1899160,Marion Greenwood,6
http://www.wikidata.org/entity/Q4415659,Jaune Quick–to–See Smith,6
http://www.wikidata.org/entity/Q1292928,Edward Greene Malbone,5
http://www.wikidata.org/entity/Q2547380,Albert Southworth,5
http://www.wikidata.org/entity/Q3503129,Southworth & Hawes,5
http://www.wikidata.org/entity/Q5080338,Charles Loring Elliott,5
http://www.wikidata.org/entity/Q556534,Albert Herter,5
http://www.wikidata.org/entity/Q2579174,William John Hennessy,5
http://www.wikidata.org/entity/Q5385009,Erastus Dow Palmer,5
http://www.wikidata.org/entity/Q4770718,Anson Dickinson,5
http://www.wikidata.org/entity/Q5110115,Christian Schussele,5
http://www.wikidata.org/entity/Q20899724,Alice Beckington,5
http://www.wikidata.org/entity/Q821206,Johann Hermann Carmiencke,5
http://www.wikidata.org/entity/Q1581203,Joseph Alexander Ames,5
http://www.wikidata.org/entity/Q3570976,Xie Shichen,5
http://www.wikidata.org/entity/Q4484057,Filippo Negroli,5
http://www.wikidata.org/entity/Q4681845,Adelaide Alsop Robineau,5
http://www.wikidata.org/entity/Q3143620,Hyakusen,5
http://www.wikidata.org/entity/Q7319629,Reynolds Beal,5
http://www.wikidata.org/entity/Q11423006,Tosa Mitsunori,5
http://www.wikidata.org/entity/Q2962606,Chen Zhengkui,5
http://www.wikidata.org/entity/Q2130722,Randolph Rogers,5
http://www.wikidata.org/entity/Q2843640,Ammi Phillips,5
http://www.wikidata.org/entity/Q16193971,Mark Bradford,5
http://www.wikidata.org/entity/Q5540480,George Henry Smillie,5
http://www.wikidata.org/entity/Q6791089,Matthew Pratt,5
http://www.wikidata.org/entity/Q16943988,Bryson Burroughs,5
http://www.wikidata.org/entity/Q3575370,Zhang Lu,5
http://www.wikidata.org/entity/Q5668811,Harry Fenn,5
http://www.wikidata.org/entity/Q8014712,"William Louis Sonntag, Sr.",5
http://www.wikidata.org/entity/Q671917,Samuel Alken,5
http://www.wikidata.org/entity/Q1233615,Master of the legend of St. Barbara,5
http://www.wikidata.org/entity/Q1564310,James Wells Champney,5
http://www.wikidata.org/entity/Q2605527,Edward Lamson Henry,5
http://www.wikidata.org/entity/Q3177291,Jeremiah Theus,5
http://www.wikidata.org/entity/Q5379343,"Enoch Wood Perry, Jr.",5
http://www.wikidata.org/entity/Q8012137,William Henry Rinehart,5
http://www.wikidata.org/entity/Q8023386,Wilton Lockwood,5
http://www.wikidata.org/entity/Q1252229,Nainsukh,5
http://www.wikidata.org/entity/Q3570960,Xiang Shengmo,5
http://www.wikidata.org/entity/Q5559916,Gifford Beal,5
http://www.wikidata.org/entity/Q6153595,Janet Scudder,5
http://www.wikidata.org/entity/Q18588966,Clara Chipman Newton,5
http://www.wikidata.org/entity/Q2659120,John Gadsby Chapman,5
http://www.wikidata.org/entity/Q9002959,Henry Peters Gray,5
http://www.wikidata.org/entity/Q11042161,Ju Lian,5
http://www.wikidata.org/entity/Q16947617,Bernd Becher,5
http://www.wikidata.org/entity/Q6129315,Tang Yifen,5
http://www.wikidata.org/entity/Q2975593,Clarice Cliff,5
http://www.wikidata.org/entity/Q3382227,Piat Joseph Sauvage,5
http://www.wikidata.org/entity/Q5804007,John Hesselius,5
http://www.wikidata.org/entity/Q16648954,Seymour Joseph Guy,5
http://www.wikidata.org/entity/Q1701195,John Neagle,5
http://www.wikidata.org/entity/Q1748371,Lockwood de Forest,5
http://www.wikidata.org/entity/Q1918409,Master of the Mansi Magdalen,5
http://www.wikidata.org/entity/Q2384611,Laure Albin-Guillot,5
http://www.wikidata.org/entity/Q3066387,Fang Congyi,5
http://www.wikidata.org/entity/Q3372422,Song Xu,5
http://www.wikidata.org/entity/Q4476179,Edgar Melville Ward,5
http://www.wikidata.org/entity/Q5362847,Elizabeth Goodridge,5
http://www.wikidata.org/entity/Q614351,Gai Qi,5
http://www.wikidata.org/entity/Q1700340,John Haberle,5
http://www.wikidata.org/entity/Q3349279,Charles E. Burchfield,5
http://www.wikidata.org/entity/Q388717,Zhou Wenjing,5
http://www.wikidata.org/entity/Q5363977,Juan Rodríguez Juárez,5
http://www.wikidata.org/entity/Q51547947,Adele-Anais Toudouze,5
http://www.wikidata.org/entity/Q2733223,George Henry Harlow,5
http://www.wikidata.org/entity/Q7086914,Olin Levi Warner,5
http://www.wikidata.org/entity/Q5702231,Helen Farnsworth Mears,5
http://www.wikidata.org/entity/Q6255995,John Russell,5
http://www.wikidata.org/entity/Q8019347,William Thomas Smedley,5
http://www.wikidata.org/entity/Q3219465,Laurent Pêcheux,5
http://www.wikidata.org/entity/Q3503499,Wanamaker's,5
http://www.wikidata.org/entity/Q3608043,Albert Edward Sterner,5
http://www.wikidata.org/entity/Q11531427,Keibun,5
http://www.wikidata.org/entity/Q6445171,Kunz Lochner,5
http://www.wikidata.org/entity/Q8002863,Will Hicok Low,5
http://www.wikidata.org/entity/Q3081023,Francesco Montemezzano,5
http://www.wikidata.org/entity/Q7324041,Richard Beard,5
http://www.wikidata.org/entity/Q974618,Thomas Hicks,5
http://www.wikidata.org/entity/Q7399614,Sahibdin,5
http://www.wikidata.org/entity/Q555061,Kishi Ganku,5
http://www.wikidata.org/entity/Q13560755,Sarah Charlesworth,5
http://www.wikidata.org/entity/Q280662,William Guy Wall,5
http://www.wikidata.org/entity/Q3166488,Jean-Joseph-Xavier Bidauld,5
http://www.wikidata.org/entity/Q6303491,Judith Joy Ross,5
http://www.wikidata.org/entity/Q3350000,Okada Beisanjin,5
http://www.wikidata.org/entity/Q3566095,Wang Wu,5
http://www.wikidata.org/entity/Q21751042,Charlotte B. Coman,5
http://www.wikidata.org/entity/Q2114093,Étienne Delaune,5
http://www.wikidata.org/entity/Q4977314,Bruce Crane,5
http://www.wikidata.org/entity/Q7326615,Richard Hunt,5
http://www.wikidata.org/entity/Q127266,Jean Dewasne,5
http://www.wikidata.org/entity/Q3106864,Gion Nankai,5
http://www.wikidata.org/entity/Q3195528,Kerstiaen de Keuninck,5
http://www.wikidata.org/entity/Q5603899,Greene and Greene,5
http://www.wikidata.org/entity/Q22688236,Matilda Auchincloss Brownell,5
http://www.wikidata.org/entity/Q2309952,Peter Edward Stroehling,5
http://www.wikidata.org/entity/Q374744,Kanō Naizen,5
http://www.wikidata.org/entity/Q870701,Richard Pousette-Dart,5
http://www.wikidata.org/entity/Q2150623,Richard Smith,5
http://www.wikidata.org/entity/Q3133158,Henry Bunbury,5
http://www.wikidata.org/entity/Q20101011,Ma Quan,5
http://www.wikidata.org/entity/Q5538976,George Elmer Browne,5
http://www.wikidata.org/entity/Q5732793,Herb Aach,5
http://www.wikidata.org/entity/Q16859203,Caroline Watson,5
http://www.wikidata.org/entity/Q5077434,Charles Ethan Porter,5
http://www.wikidata.org/entity/Q5622142,Guy C. Wiggins,5
http://www.wikidata.org/entity/Q3410504,Puccio di Simone,5
http://www.wikidata.org/entity/Q3706954,James David Smillie,5
http://www.wikidata.org/entity/Q1372986,John McLaughlin,5
http://www.wikidata.org/entity/Q1692234,Johann Adam Klein,5
http://www.wikidata.org/entity/Q2676807,Robert Colescott,5
http://www.wikidata.org/entity/Q375027,Junya Watanabe,5
http://www.wikidata.org/entity/Q1176289,David Reed,5
http://www.wikidata.org/entity/Q1934948,John Hoskins,5
http://www.wikidata.org/entity/Q3192788,Kanō Shōei,5
http://www.wikidata.org/entity/Q4767293,Anna Maria Garthwaite,5
http://www.wikidata.org/entity/Q8011810,William Heath,5
http://www.wikidata.org/entity/Q8016422,William Owen,5
http://www.wikidata.org/entity/Q438452,Běla Kolářová,5
http://www.wikidata.org/entity/Q1343521,Enoch Seeman,5
http://www.wikidata.org/entity/Q5726507,Henry Oliver Walker,5
http://www.wikidata.org/entity/Q3512144,John Plumbe,5
http://www.wikidata.org/entity/Q5209048,Dai Xi,5
http://www.wikidata.org/entity/Q11411077,Furuyama Moromasa,5
http://www.wikidata.org/entity/Q12061052,Leon Kroll,5
http://www.wikidata.org/entity/Q2846428,Andrea de Litio,5
http://www.wikidata.org/entity/Q3852444,Maurice Sterne,5
http://www.wikidata.org/entity/Q2405815,Terry Winters,5
http://www.wikidata.org/entity/Q6178106,Jennifer Bartlett,5
http://www.wikidata.org/entity/Q373963,Master of the Die,5
http://www.wikidata.org/entity/Q597322,Jacob van Strij,5
http://www.wikidata.org/entity/Q1918313,Master of the Cologne legend of St. Ursula,5
http://www.wikidata.org/entity/Q2846442,Andrea di Leone,5
http://www.wikidata.org/entity/Q5129302,Claudine Bouzonnet-Stella,5
http://www.wikidata.org/entity/Q7268210,Qu Ding,5
http://www.wikidata.org/entity/Q466588,Henry Moore,5
http://www.wikidata.org/entity/Q3459812,Pacino di Buonaguida,5
http://www.wikidata.org/entity/Q3081126,Francesco da Cotignola,5
http://www.wikidata.org/entity/Q7294901,Rashid Johnson,5
http://www.wikidata.org/entity/Q1394396,Okada Hanko,5
http://www.wikidata.org/entity/Q3165352,Jean-Démosthène Dugourc,5
http://www.wikidata.org/entity/Q5416347,Evelyn Hofer,5
http://www.wikidata.org/entity/Q3570974,Xie Huan,5
http://www.wikidata.org/entity/Q16858002,Anne Mee,5
http://www.wikidata.org/entity/Q2977047,Jean-Claude Bonnefond,5
http://www.wikidata.org/entity/Q3105058,Giacomo Guardi,5
http://www.wikidata.org/entity/Q3181222,John Charles Dollman,5
http://www.wikidata.org/entity/Q4019969,William Congdon,5
http://www.wikidata.org/entity/Q5341650,Edward Avedisian,5
http://www.wikidata.org/entity/Q5977923,Lluís Masriera Rosés,5
http://www.wikidata.org/entity/Q1522057,Martin Wong,5
http://www.wikidata.org/entity/Q8345621,Christiano Junior,5
http://www.wikidata.org/entity/Q18511614,Lycurgus Painter,5
http://www.wikidata.org/entity/Q515535,Larkin Goldsmith Mead,5
http://www.wikidata.org/entity/Q1065447,Charles Marie Bouton,5
http://www.wikidata.org/entity/Q1874985,Ludwig Schongauer,5
http://www.wikidata.org/entity/Q7827716,Toshiko Takaezu,5
http://www.wikidata.org/entity/Q3361615,Palmer Hayden,5
http://www.wikidata.org/entity/Q3703346,David Tecchler,5
http://www.wikidata.org/entity/Q7933014,Viola Frey,5
http://www.wikidata.org/entity/Q3376863,Peter Saul,5
http://www.wikidata.org/entity/Q5968073,I. Rice Pereira,5
http://www.wikidata.org/entity/Q5083521,Charles Wilbert White,5
http://www.wikidata.org/entity/Q2959082,Paul Jean Clays,5
http://www.wikidata.org/entity/Q4727179,Alison Saar,5
http://www.wikidata.org/entity/Q765989,Emanuel Murant,5
http://www.wikidata.org/entity/Q5341576,Edward Anthony,5
http://www.wikidata.org/entity/Q3495664,Jeremiah Gurney,5
http://www.wikidata.org/entity/Q3107986,Giuseppe Bartolomeo Chiari,5
http://www.wikidata.org/entity/Q3131632,Jean de Court,5
http://www.wikidata.org/entity/Q970806,Adrien Dauzats,5
http://www.wikidata.org/entity/Q5248195,Deborah Butterfield,5
http://www.wikidata.org/entity/Q15532610,Edward Williams Clay,5
http://www.wikidata.org/entity/Q7147317,Patrick Nasmyth,5
http://www.wikidata.org/entity/Q3307993,Michael Andrews,5
http://www.wikidata.org/entity/Q5074746,Charles-Joseph Sax,5
http://www.wikidata.org/entity/Q3565323,Waldo Peirce,5
http://www.wikidata.org/entity/Q327862,Larry Poons,5
http://www.wikidata.org/entity/Q23945381,Frances McLaughlin-Gill,5
http://www.wikidata.org/entity/Q3189687,Julien Vallou de Villeneuve,5
http://www.wikidata.org/entity/Q13560766,Mary Frank,5
http://www.wikidata.org/entity/Q6184372,William S. Soule,5
http://www.wikidata.org/entity/Q2557532,Roelof Jansz van Vries,5
http://www.wikidata.org/entity/Q3356826,Ortolano,5
http://www.wikidata.org/entity/Q12409621,Moshe Kupferman,5
http://www.wikidata.org/entity/Q1918369,Master of Flora,5
http://www.wikidata.org/entity/Q2117132,Albert Eugene Gallatin,5
http://www.wikidata.org/entity/Q3432084,Fritz Petzholdt,5
http://www.wikidata.org/entity/Q3569677,Wolfgang Adam Töpffer,5
http://www.wikidata.org/entity/Q5531163,Gene Davis,5
http://www.wikidata.org/entity/Q7412607,Samuel Shelley,5
http://www.wikidata.org/entity/Q762801,August Lucas,5
http://www.wikidata.org/entity/Q4756760,Andrew Dasburg,5
http://www.wikidata.org/entity/Q4018082,Wanda Wulz,5
http://www.wikidata.org/entity/Q1556464,John Kay,5
http://www.wikidata.org/entity/Q4899015,Betty Woodman,5
http://www.wikidata.org/entity/Q1875363,Adelaide Hanscom Leeson,5
http://www.wikidata.org/entity/Q3108014,Giuseppe Ceracchi,5
http://www.wikidata.org/entity/Q87052,Hans Watzek,5
http://www.wikidata.org/entity/Q213321,Elmar Rojas,5
http://www.wikidata.org/entity/Q28776956,Maria Marshall,5
http://www.wikidata.org/entity/Q518922,Doris Lee,5
http://www.wikidata.org/entity/Q4797967,Arthur Beecher Carles,5
http://www.wikidata.org/entity/Q970016,Gabor Peterdi,5
http://www.wikidata.org/entity/Q2646843,Alice Baber,5
http://www.wikidata.org/entity/Q4975372,Bror Julius Olsson Nordfeldt,5
http://www.wikidata.org/entity/Q16750445,Helen Torr,5
http://www.wikidata.org/entity/Q6776418,Martin Puryear,5
http://www.wikidata.org/entity/Q7350504,Robert Turnbull Macpherson,5
http://www.wikidata.org/entity/Q8029853,Wolf Kahn,5
http://www.wikidata.org/entity/Q3512564,Mark Podwal,5
http://www.wikidata.org/entity/Q6567261,Kate Steinitz,5
http://www.wikidata.org/entity/Q443372,Keith Milow,5
http://www.wikidata.org/entity/Q1327456,Manuel Rivera,5
http://www.wikidata.org/entity/Q11395355,Reizei Tamechika,5
http://www.wikidata.org/entity/Q21284874,Njideka Akunyili Crosby,5
http://www.wikidata.org/entity/Q258726,Theodore Roszak,5
http://www.wikidata.org/entity/Q742379,Emile van Marcke,5
http://www.wikidata.org/entity/Q1336246,Emil Hoppe,5
http://www.wikidata.org/entity/Q10395841,Alvaro Pirez d'Evora,5
http://www.wikidata.org/entity/Q2801572,Pieter Faes,5
http://www.wikidata.org/entity/Q28088177,Bernard-Romain Julien,5
http://www.wikidata.org/entity/Q3311323,Michele da Verona,5
http://www.wikidata.org/entity/Q7365903,Ronnie Landfield,5
http://www.wikidata.org/entity/Q20643898,Marie-Jeanne Boucher,5
http://www.wikidata.org/entity/Q5717256,Farah Ossouli,5
http://www.wikidata.org/entity/Q6180909,Jeremiah Meyer,5
http://www.wikidata.org/entity/Q3299375,Matsuno Chikanobu,5
http://www.wikidata.org/entity/Q3495525,Vladimír Kompánek,5
http://www.wikidata.org/entity/Q880910,Katsura Funakoshi,5
http://www.wikidata.org/entity/Q3196281,Ki-en,5
http://www.wikidata.org/entity/Q3766629,Giovanni Battista Cimaroli,5
http://www.wikidata.org/entity/Q2857518,Antonio del Massaro,5
http://www.wikidata.org/entity/Q3002902,Cristoforo Caselli,5
http://www.wikidata.org/entity/Q3650634,Julian Stanczak,5
http://www.wikidata.org/entity/Q16148576,Annette Lemieux,5
http://www.wikidata.org/entity/Q5529029,Gazbia Sirry,5
http://www.wikidata.org/entity/Q2893161,Beauford Delaney,5
http://www.wikidata.org/entity/Q3051555,Elmer Bischoff,5
http://www.wikidata.org/entity/Q3059972,Eugène Lavieille,5
http://www.wikidata.org/entity/Q3383448,Pierre-Paul-Léon Glaize,5
http://www.wikidata.org/entity/Q5057131,Cedric Morris,5
http://www.wikidata.org/entity/Q980087,James Brown,5
http://www.wikidata.org/entity/Q7144042,Pat Steir,5
http://www.wikidata.org/entity/Q15991918,Lucien Gaillard,5
http://www.wikidata.org/entity/Q524197,Theo Colenbrander,5
http://www.wikidata.org/entity/Q5770067,Valentine Green,5
http://www.wikidata.org/entity/Q2059941,Paul Hadol,5
http://www.wikidata.org/entity/Q5482749,Francis Wheatley,5
http://www.wikidata.org/entity/Q46506782,Mathilde Weil,5
http://www.wikidata.org/entity/Q390073,Samuel Lovett Waldo,4
http://www.wikidata.org/entity/Q5076001,Charles C. Ingham,4
http://www.wikidata.org/entity/Q7786960,Thomas Affleck,4
http://www.wikidata.org/entity/Q143750,John Rogers,4
http://www.wikidata.org/entity/Q2643155,Alexander Tondeur,4
http://www.wikidata.org/entity/Q3452796,Rufus Hathaway,4
http://www.wikidata.org/entity/Q5232408,David Claypoole Johnston,4
