creator,creatorLabel,linkcount
http://www.wikidata.org/entity/Q615161,Sanford Robinson Gifford,13
http://www.wikidata.org/entity/Q1863438,Thomas Crawford,13
http://www.wikidata.org/entity/Q389726,Elihu Vedder,13
http://www.wikidata.org/entity/Q375926,Rembrandt Peale,13
http://www.wikidata.org/entity/Q385941,William Zorach,13
http://www.wikidata.org/entity/Q2757568,Thomas Pollock Anshutz,13
http://www.wikidata.org/entity/Q951585,Qian Xuan,13
http://www.wikidata.org/entity/Q2699889,Robert S. Duncanson,13
http://www.wikidata.org/entity/Q710049,Jin Nong,13
http://www.wikidata.org/entity/Q864092,Michiel Jansz. van Mierevelt,13
http://www.wikidata.org/entity/Q1145811,Davide Ghirlandaio,13
http://www.wikidata.org/entity/Q716389,Li Gonglin,13
http://www.wikidata.org/entity/Q2762575,William Stanley Haseltine,13
http://www.wikidata.org/entity/Q71244,Édouard Baldus,13
http://www.wikidata.org/entity/Q73085,Gunta Stölzl,13
http://www.wikidata.org/entity/Q603148,Antonio Mancini,13
http://www.wikidata.org/entity/Q982384,Massimo Stanzione,13
http://www.wikidata.org/entity/Q3130609,Watanabe Kazan,13
http://www.wikidata.org/entity/Q1288620,Wen Tong,13
http://www.wikidata.org/entity/Q445026,Anna Hyatt Huntington,13
http://www.wikidata.org/entity/Q964812,François Marius Granet,13
http://www.wikidata.org/entity/Q660767,Frank Duveneck,13
http://www.wikidata.org/entity/Q935186,William Harnett,13
http://www.wikidata.org/entity/Q535581,Grace Hartigan,13
http://www.wikidata.org/entity/Q1366347,Jacques Courtois,13
http://www.wikidata.org/entity/Q1394505,Léon Spilliaert,13
http://www.wikidata.org/entity/Q1240575,Itō Jakuchū,13
http://www.wikidata.org/entity/Q187496,Henri Harpignies,13
http://www.wikidata.org/entity/Q664602,Léopold Robert,13
http://www.wikidata.org/entity/Q864279,Adriaen Hanneman,13
http://www.wikidata.org/entity/Q113536,Charles-Antoine Coypel,13
http://www.wikidata.org/entity/Q572735,Stanford White,13
http://www.wikidata.org/entity/Q2327761,Gianfrancesco Penni,13
http://www.wikidata.org/entity/Q2979538,Claude Michel,13
http://www.wikidata.org/entity/Q3109421,Utagawa Toyoharu,13
http://www.wikidata.org/entity/Q1077608,Chris Ofili,13
http://www.wikidata.org/entity/Q87063,Dora Kallmus,13
http://www.wikidata.org/entity/Q966864,Edward Moran,13
http://www.wikidata.org/entity/Q937081,Domenico Guidi,13
http://www.wikidata.org/entity/Q979945,Jan Miel,13
http://www.wikidata.org/entity/Q1370392,Sengai,13
http://www.wikidata.org/entity/Q2518370,Jean-Baptiste Perronneau,13
http://www.wikidata.org/entity/Q1370512,Worthington Whittredge,13
http://www.wikidata.org/entity/Q334946,Pierre-Henri de Valenciennes,13
http://www.wikidata.org/entity/Q596352,Pieter Neeffs,13
http://www.wikidata.org/entity/Q968357,Jean-Joseph Benjamin-Constant,13
http://www.wikidata.org/entity/Q1359864,Alexandre-François Desportes,13
http://www.wikidata.org/entity/Q515839,Peter Henry Emerson,13
http://www.wikidata.org/entity/Q469449,Ruth Orkin,13
http://www.wikidata.org/entity/Q153320,Rai San'y,13
http://www.wikidata.org/entity/Q1969461,Thomas Fearnley,13
http://www.wikidata.org/entity/Q821647,Berlin Painter,13
http://www.wikidata.org/entity/Q2704611,Ilya Mashkov,13
http://www.wikidata.org/entity/Q716222,Wang Hui,13
http://www.wikidata.org/entity/Q32019,Luo Ping,13
http://www.wikidata.org/entity/Q215919,Frank Auerbach,13
http://www.wikidata.org/entity/Q700279,Johann Liss,13
http://www.wikidata.org/entity/Q655535,Daniël Mijtens,13
http://www.wikidata.org/entity/Q1182338,Lala Deen Dayal,13
http://www.wikidata.org/entity/Q175888,Jean Pucelle,13
http://www.wikidata.org/entity/Q1441160,Francesco Morone,13
http://www.wikidata.org/entity/Q315803,Peter Candid,13
http://www.wikidata.org/entity/Q629856,Johannes Lingelbach,13
http://www.wikidata.org/entity/Q938442,Girolamo Savoldo,13
http://www.wikidata.org/entity/Q2656102,Lorenzo Veneziano,13
http://www.wikidata.org/entity/Q144293,Zaida Ben-Yusuf,13
http://www.wikidata.org/entity/Q70121,Aenne Biermann,13
http://www.wikidata.org/entity/Q808081,Barend Cornelis Koekkoek,13
http://www.wikidata.org/entity/Q2143075,"Clementina Maude, Viscountess Hawarden",13
http://www.wikidata.org/entity/Q1323876,El Anatsui,13
http://www.wikidata.org/entity/Q595544,Wedgwood,13
http://www.wikidata.org/entity/Q127287,Louis-Auguste Bisson,13
http://www.wikidata.org/entity/Q984309,Erté,13
http://www.wikidata.org/entity/Q663175,Loukas Samaras,13
http://www.wikidata.org/entity/Q2578459,Giuliano Bugiardini,13
http://www.wikidata.org/entity/Q1357759,Lambert Sustris,13
http://www.wikidata.org/entity/Q7770,Francesco Bacchiacca,13
http://www.wikidata.org/entity/Q2384056,Kanō Hōgai,13
http://www.wikidata.org/entity/Q441625,Alida Withoos,13
http://www.wikidata.org/entity/Q662943,Constantin Guys,13
http://www.wikidata.org/entity/Q200692,Achille Castiglioni,13
http://www.wikidata.org/entity/Q380404,Ray Eames,13
http://www.wikidata.org/entity/Q676001,Eugène Devéria,13
http://www.wikidata.org/entity/Q472394,Georg Flegel,13
http://www.wikidata.org/entity/Q1281597,Richard Diebenkorn,13
http://www.wikidata.org/entity/Q449536,Elaine de Kooning,13
http://www.wikidata.org/entity/Q978878,Francis Frith,13
http://www.wikidata.org/entity/Q949627,Matthias Stom,13
http://www.wikidata.org/entity/Q701063,Jang Seung-eop,13
http://www.wikidata.org/entity/Q640936,Robert Ryman,13
http://www.wikidata.org/entity/Q1452198,Neri di Bicci,13
http://www.wikidata.org/entity/Q385845,Jacques Blanchard,13
http://www.wikidata.org/entity/Q390098,Andrea di Bartolo,13
http://www.wikidata.org/entity/Q938972,Epiktetos,13
http://www.wikidata.org/entity/Q472837,Leon Dabo,12
http://www.wikidata.org/entity/Q650080,William Hart,12
http://www.wikidata.org/entity/Q1856567,Robert Vonnoh,12
http://www.wikidata.org/entity/Q2838030,Kawanabe Kyōsai,12
http://www.wikidata.org/entity/Q2460318,Edmund Charles Tarbell,12
http://www.wikidata.org/entity/Q6187840,Jessie Tarbox Beals,12
http://www.wikidata.org/entity/Q337733,George Luks,12
http://www.wikidata.org/entity/Q1661665,John Vanderlyn,12
http://www.wikidata.org/entity/Q441461,Jenny Saville,12
http://www.wikidata.org/entity/Q1042892,James Barry,12
http://www.wikidata.org/entity/Q3469342,Sakai Hōitsu,12
http://www.wikidata.org/entity/Q3350120,Okumura Masanobu,12
http://www.wikidata.org/entity/Q513815,Wallerant Vaillant,12
http://www.wikidata.org/entity/Q2572996,Hiram Powers,12
http://www.wikidata.org/entity/Q45431,William Sidney Mount,12
http://www.wikidata.org/entity/Q388090,Afro Basaldella,12
http://www.wikidata.org/entity/Q3695975,David Johnson,12
http://www.wikidata.org/entity/Q3109429,Nishikawa Sukenobu,12
http://www.wikidata.org/entity/Q3192796,Kanō Yasunobu,12
http://www.wikidata.org/entity/Q443429,Florence Henri,12
http://www.wikidata.org/entity/Q2661041,Ike no Taiga,12
http://www.wikidata.org/entity/Q2704669,Luca Carlevarijs,12
http://www.wikidata.org/entity/Q125409,Charles Jacque,12
http://www.wikidata.org/entity/Q1387251,Alfred Maurer,12
http://www.wikidata.org/entity/Q2665553,Annette Messager,12
http://www.wikidata.org/entity/Q214381,Lucia Moholy,12
http://www.wikidata.org/entity/Q874770,Eglon van der Neer,12
http://www.wikidata.org/entity/Q920115,Girolamo Genga,12
http://www.wikidata.org/entity/Q2986384,Lilly Martin Spencer,12
http://www.wikidata.org/entity/Q1973000,Pieter Huys,12
http://www.wikidata.org/entity/Q2975089,Claire McCardell,12
http://www.wikidata.org/entity/Q3180225,Tosa Mitsuoki,12
http://www.wikidata.org/entity/Q538986,Lynda Benglis,12
http://www.wikidata.org/entity/Q1237823,Hendrik Martenszoon Sorgh,12
http://www.wikidata.org/entity/Q3290536,Margaretha Haverman,12
http://www.wikidata.org/entity/Q436687,Marion Post Wolcott,12
http://www.wikidata.org/entity/Q3117749,Jacob de Wit,12
http://www.wikidata.org/entity/Q519534,Paul Cadmus,12
http://www.wikidata.org/entity/Q946487,François-Hubert Drouais,12
http://www.wikidata.org/entity/Q2990693,Peter Blume,12
http://www.wikidata.org/entity/Q254663,Hannah Wilke,12
http://www.wikidata.org/entity/Q1358543,Tanomura Chikuden,12
http://www.wikidata.org/entity/Q2311429,Wang Fu,12
http://www.wikidata.org/entity/Q2525549,Jacopo da Sellaio,12
http://www.wikidata.org/entity/Q740934,Corrado Giaquinto,12
http://www.wikidata.org/entity/Q647805,Carl Rottmann,12
http://www.wikidata.org/entity/Q1346044,Jan Weenix,12
http://www.wikidata.org/entity/Q549250,Carlo Bugatti,12
http://www.wikidata.org/entity/Q2714574,Milton Avery,12
http://www.wikidata.org/entity/Q724646,Jacob Ochtervelt,12
http://www.wikidata.org/entity/Q1358364,Giovanni Antonio Pellegrini,12
http://www.wikidata.org/entity/Q2123501,Quirijn van Brekelenkam,12
http://www.wikidata.org/entity/Q1495586,Gaston Lachaise,12
http://www.wikidata.org/entity/Q13583490,Marcus Gheeraerts the Younger,12
http://www.wikidata.org/entity/Q637420,Bernhard Strigel,12
http://www.wikidata.org/entity/Q87807,Trude Fleischmann,12
http://www.wikidata.org/entity/Q537578,Audrey Flack,12
http://www.wikidata.org/entity/Q2470305,Briton Rivière,12
http://www.wikidata.org/entity/Q932136,Jehan Bellegambe,12
http://www.wikidata.org/entity/Q2992864,Jack Levine,12
http://www.wikidata.org/entity/Q2405427,George Morland,12
http://www.wikidata.org/entity/Q864059,Jan van Ravesteyn,12
http://www.wikidata.org/entity/Q587078,Antoine Vollon,12
http://www.wikidata.org/entity/Q2628927,Giovanni da Milano,12
http://www.wikidata.org/entity/Q391671,Andokides,12
http://www.wikidata.org/entity/Q2853823,Antoine Claudet,12
http://www.wikidata.org/entity/Q2804625,Olfert Dapper,12
http://www.wikidata.org/entity/Q577974,Johannes Cornelisz Verspronck,12
http://www.wikidata.org/entity/Q141478,David Levine,12
http://www.wikidata.org/entity/Q521154,Marcel Vertès,12
http://www.wikidata.org/entity/Q77378,Wilhelm Wagenfeld,12
http://www.wikidata.org/entity/Q447963,Friedrich August von Kaulbach,12
http://www.wikidata.org/entity/Q453808,Joan Jonas,12
http://www.wikidata.org/entity/Q23008985,Ike Gyokuran,12
http://www.wikidata.org/entity/Q1237219,Domenico Morone,12
http://www.wikidata.org/entity/Q67378,Frank Eugene,12
http://www.wikidata.org/entity/Q632846,Nicolaes Eliaszoon Pickenoy,12
http://www.wikidata.org/entity/Q698115,Barthel Bruyn the Elder,12
http://www.wikidata.org/entity/Q2539929,Richard Cosway,12
http://www.wikidata.org/entity/Q3088175,Joan Fontcuberta,12
http://www.wikidata.org/entity/Q64104,Richard Riemerschmid,12
http://www.wikidata.org/entity/Q535910,Albrecht Dürer the Elder,12
http://www.wikidata.org/entity/Q436874,Hedda Sterne,12
http://www.wikidata.org/entity/Q427706,Makron,12
http://www.wikidata.org/entity/Q563515,Arnulf Rainer,12
http://www.wikidata.org/entity/Q538840,Abraham Hondius,12
http://www.wikidata.org/entity/Q551899,Tony Smith,12
http://www.wikidata.org/entity/Q386247,Elizabeth Forbes,12
http://www.wikidata.org/entity/Q178040,Ray Johnson,12
http://www.wikidata.org/entity/Q568262,Richard Artschwager,12
http://www.wikidata.org/entity/Q1375830,Matthijs Maris,12
http://www.wikidata.org/entity/Q15795,Berlinghiero Berlinghieri,12
http://www.wikidata.org/entity/Q2591295,Avigdor Arikha,12
http://www.wikidata.org/entity/Q1352158,Paul Sébillot,12
http://www.wikidata.org/entity/Q2731236,Nancy Spero,12
http://www.wikidata.org/entity/Q2519261,Battistello Caracciolo,12
http://www.wikidata.org/entity/Q1144898,Currier and Ives,12
http://www.wikidata.org/entity/Q577044,Jacob Matham,12
http://www.wikidata.org/entity/Q2701846,Girolamo da Carpi,12
http://www.wikidata.org/entity/Q1246573,Anne Seymour Damer,12
http://www.wikidata.org/entity/Q1389068,Joseph Pennell,11
http://www.wikidata.org/entity/Q3161332,James Peale,11
http://www.wikidata.org/entity/Q1350959,Ralph Earl,11
http://www.wikidata.org/entity/Q3192787,Kanō Naonobu,11
http://www.wikidata.org/entity/Q11560527,Kiyohara Yukinobu,11
http://www.wikidata.org/entity/Q1226556,Violet Oakley,11
http://www.wikidata.org/entity/Q1375132,Louis Tocqué,11
http://www.wikidata.org/entity/Q466299,Louis Gurlitt,11
http://www.wikidata.org/entity/Q537002,Frederick Carl Frieseke,11
http://www.wikidata.org/entity/Q960116,Matsumura Goshun,11
http://www.wikidata.org/entity/Q3042277,Tosa Mitsunobu,11
http://www.wikidata.org/entity/Q1375891,Tani Bunchō,11
http://www.wikidata.org/entity/Q2449649,Guido Cagnacci,11
http://www.wikidata.org/entity/Q3138790,Lan Ying,11
http://www.wikidata.org/entity/Q1374872,Liberale da Verona,11
http://www.wikidata.org/entity/Q6760826,Marguerite Zorach,11
http://www.wikidata.org/entity/Q708659,Zhao Zhiqian,11
http://www.wikidata.org/entity/Q1452901,Frederick H. Evans,11
http://www.wikidata.org/entity/Q507800,Jean-Baptiste Lemoyne,11
http://www.wikidata.org/entity/Q2700128,John William Casilear,11
http://www.wikidata.org/entity/Q463070,Martine Franck,11
http://www.wikidata.org/entity/Q3524867,Bhadrabahu,11
http://www.wikidata.org/entity/Q461271,Wilhelm Trübner,11
http://www.wikidata.org/entity/Q573728,Hermann Ottomar Herzog,11
http://www.wikidata.org/entity/Q2939083,Carleton Watkins,11
http://www.wikidata.org/entity/Q325568,Dennis Miller Bunker,11
http://www.wikidata.org/entity/Q948001,Charles Courtney Curran,11
http://www.wikidata.org/entity/Q572743,Michael Dahl,11
http://www.wikidata.org/entity/Q890231,Lü Ji,11
http://www.wikidata.org/entity/Q1743855,Thomas Jones,11
http://www.wikidata.org/entity/Q566772,Hans Maler zu Schwaz,11
http://www.wikidata.org/entity/Q715400,Wu Changshuo,11
http://www.wikidata.org/entity/Q3511675,Sō Shiseki,11
http://www.wikidata.org/entity/Q70893,Melchior Lorck,11
http://www.wikidata.org/entity/Q716338,Wang Yuanqi,11
http://www.wikidata.org/entity/Q1387035,Gari Melchers,11
http://www.wikidata.org/entity/Q492909,Pol Bury,11
http://www.wikidata.org/entity/Q1291679,Romare Bearden,11
http://www.wikidata.org/entity/Q331884,Jean-Victor Bertin,11
http://www.wikidata.org/entity/Q771320,Charles Bargue,11
http://www.wikidata.org/entity/Q954072,Raffaellino del Garbo,11
http://www.wikidata.org/entity/Q2447325,Barna da Siena,11
http://www.wikidata.org/entity/Q1528623,Giuseppe Recco,11
http://www.wikidata.org/entity/Q727940,Lucien Lévy-Dhurmer,11
http://www.wikidata.org/entity/Q1379714,Sano di Pietro,11
http://www.wikidata.org/entity/Q1472354,Fu Baoshi,11
http://www.wikidata.org/entity/Q3156405,Iwasa Matabei,11
http://www.wikidata.org/entity/Q71466,Ellen Auerbach,11
http://www.wikidata.org/entity/Q1280412,Jehan Georges Vibert,11
http://www.wikidata.org/entity/Q364184,Adolf Schreyer,11
http://www.wikidata.org/entity/Q370576,Jürgen Ovens,11
http://www.wikidata.org/entity/Q1990069,Jean Dunand,11
http://www.wikidata.org/entity/Q2660929,Maria Martinez,11
http://www.wikidata.org/entity/Q394503,Agnes Denes,11
http://www.wikidata.org/entity/Q68348,Georg Andreas Böckler,11
http://www.wikidata.org/entity/Q5431220,Faith Ringgold,11
http://www.wikidata.org/entity/Q1232255,Jean Alaux,11
http://www.wikidata.org/entity/Q1337128,Jacopo Ligozzi,11
http://www.wikidata.org/entity/Q2070194,Sarah Choate Sears,11
http://www.wikidata.org/entity/Q1844647,Dayanita Singh,11
http://www.wikidata.org/entity/Q373948,Adrian Piper,11
http://www.wikidata.org/entity/Q3317298,Miyagawa Chōshun,11
http://www.wikidata.org/entity/Q1261786,Yi Yuanji,11
http://www.wikidata.org/entity/Q3064625,Kanō Sanraku,11
http://www.wikidata.org/entity/Q436782,Susan Rothenberg,11
http://www.wikidata.org/entity/Q2756381,Léon Augustin Lhermitte,11
http://www.wikidata.org/entity/Q240483,Henri Lehmann,11
http://www.wikidata.org/entity/Q528501,Liliana Porter,11
http://www.wikidata.org/entity/Q457420,Wangechi Mutu,11
http://www.wikidata.org/entity/Q4394452,Ethel Reed,11
http://www.wikidata.org/entity/Q1065673,Charles Nègre,11
http://www.wikidata.org/entity/Q609754,François Pompon,11
http://www.wikidata.org/entity/Q185850,Christopher R. W. Nevinson,11
http://www.wikidata.org/entity/Q3290532,John Steuart Curry,11
http://www.wikidata.org/entity/Q259393,Bernhard Keil,11
http://www.wikidata.org/entity/Q1392667,Patrick Henry Bruce,11
http://www.wikidata.org/entity/Q450910,Candida Höfer,11
http://www.wikidata.org/entity/Q677922,Nicolaes van Verendael,11
http://www.wikidata.org/entity/Q1119589,Giulio Cesare Procaccini,11
http://www.wikidata.org/entity/Q6077568,Isabel Bishop,11
http://www.wikidata.org/entity/Q3633193,Baladine Klossowska,11
http://www.wikidata.org/entity/Q2177580,Ruth Bernhard,11
http://www.wikidata.org/entity/Q690593,Lucas Velázquez,11
http://www.wikidata.org/entity/Q1388163,Gaspare Traversi,11
http://www.wikidata.org/entity/Q983804,Francesco Giuseppe Casanova,11
http://www.wikidata.org/entity/Q325027,Richard Doyle,11
http://www.wikidata.org/entity/Q970559,Niccolò di Liberatore,11
http://www.wikidata.org/entity/Q273205,Andrea Fraser,11
http://www.wikidata.org/entity/Q448285,Master of the Female Half-Lengths,11
http://www.wikidata.org/entity/Q943826,François-Louis Français,11
http://www.wikidata.org/entity/Q963875,Francesco Trevisani,11
http://www.wikidata.org/entity/Q1036858,Carl August Ehrensvärd,11
http://www.wikidata.org/entity/Q1374807,John Leech,11
http://www.wikidata.org/entity/Q711799,Peter Howson,11
http://www.wikidata.org/entity/Q43174,Defendente Ferrari,11
http://www.wikidata.org/entity/Q2637678,David Salle,11
http://www.wikidata.org/entity/Q1361095,Michele Giambono,11
http://www.wikidata.org/entity/Q1491011,Gaetano Gandolfi,11
http://www.wikidata.org/entity/Q1288359,Félix González-Torres,11
http://www.wikidata.org/entity/Q461178,Joel Shapiro,11
http://www.wikidata.org/entity/Q730882,Gustave Serrurier-Bovy,11
http://www.wikidata.org/entity/Q187132,Gillis van Tilborgh,11
http://www.wikidata.org/entity/Q471243,Shinkichi Tajiri,11
http://www.wikidata.org/entity/Q2799585,Adriana Varejão,11
http://www.wikidata.org/entity/Q1392676,Ivan Albright,11
http://www.wikidata.org/entity/Q7789,Ambrogio Bergognone,11
http://www.wikidata.org/entity/Q468453,Jean Lurçat,11
http://www.wikidata.org/entity/Q936534,Eric Fischl,11
http://www.wikidata.org/entity/Q218951,Zoltán Kemény,11
http://www.wikidata.org/entity/Q516924,André Bauchant,11
http://www.wikidata.org/entity/Q3182713,John Wesley Jarvis,10
http://www.wikidata.org/entity/Q3196514,Suzuki Kiitsu,10
http://www.wikidata.org/entity/Q380760,Walter Gay,10
http://www.wikidata.org/entity/Q1374536,Raphaelle Peale,10
http://www.wikidata.org/entity/Q2580100,Jervis McEntee,10
http://www.wikidata.org/entity/Q1185478,Ernest Lawson,10
http://www.wikidata.org/entity/Q77730,David Roentgen,10
http://www.wikidata.org/entity/Q2604246,Jan Abrahamsz Beerstraaten,10
http://www.wikidata.org/entity/Q464898,Pierre Subleyras,10
http://www.wikidata.org/entity/Q1036353,Ahn Gyeon,10
http://www.wikidata.org/entity/Q711481,Wang Jian,10
http://www.wikidata.org/entity/Q2543592,Marcantonio Franceschini,10
http://www.wikidata.org/entity/Q636113,Cornelis Janssens van Ceulen,10
http://www.wikidata.org/entity/Q781137,Evert Collier,10
http://www.wikidata.org/entity/Q3155497,Koryusai,10
http://www.wikidata.org/entity/Q929809,Segna di Bonaventura,10
http://www.wikidata.org/entity/Q711698,Henry Siddons Mowbray,10
http://www.wikidata.org/entity/Q1371063,Timothy H. O'Sullivan,10
http://www.wikidata.org/entity/Q3028266,Ren Bonian,10
http://www.wikidata.org/entity/Q632772,Francis Cotes,10
http://www.wikidata.org/entity/Q716959,Jiang Tingxi,10
http://www.wikidata.org/entity/Q701599,Li Fangying,10
http://www.wikidata.org/entity/Q2972127,Chōbunsai Eishi,10
http://www.wikidata.org/entity/Q3523689,Theodore Earl Butler,10
http://www.wikidata.org/entity/Q462404,Fitz Henry Lane,10
http://www.wikidata.org/entity/Q2625013,Utagawa Toyohiro,10
http://www.wikidata.org/entity/Q711873,Wu Li,10
http://www.wikidata.org/entity/Q921230,Johan Lundbye,10
http://www.wikidata.org/entity/Q2983846,Giovanni Francesco Romanelli,10
http://www.wikidata.org/entity/Q428550,Jules Olitski,10
http://www.wikidata.org/entity/Q637407,Ma Lin,10
http://www.wikidata.org/entity/Q2831817,Alberto Pasini,10
http://www.wikidata.org/entity/Q2578528,William Dunlap,10
http://www.wikidata.org/entity/Q717719,Lin Liang,10
http://www.wikidata.org/entity/Q858511,Carl Werner,10
http://www.wikidata.org/entity/Q773258,Zhao Yong,10
http://www.wikidata.org/entity/Q2052021,William McGregor Paxton,10
http://www.wikidata.org/entity/Q283580,Andrea Riccio,10
http://www.wikidata.org/entity/Q2153269,Charles Webster Hawthorne,10
http://www.wikidata.org/entity/Q3200407,Kun Can,10
http://www.wikidata.org/entity/Q87023,Marta Hoepffner,10
http://www.wikidata.org/entity/Q440673,Alice Boughton,10
http://www.wikidata.org/entity/Q449119,Emil Schumacher,10
http://www.wikidata.org/entity/Q2076179,Philip Wilson Steer,10
http://www.wikidata.org/entity/Q323932,David Ryckaert III,10
http://www.wikidata.org/entity/Q706913,Sebastian Stoskopff,10
http://www.wikidata.org/entity/Q2305074,Jean-Claude Richard de Saint-Non,10
http://www.wikidata.org/entity/Q3083465,François Joseph Heim,10
http://www.wikidata.org/entity/Q528274,John Brett,10
http://www.wikidata.org/entity/Q558251,Chen Chun,10
http://www.wikidata.org/entity/Q737819,Uragami Gyokudō,10
http://www.wikidata.org/entity/Q3695965,Robert Walter Weir,10
http://www.wikidata.org/entity/Q212426,Elizabeth Murray,10
http://www.wikidata.org/entity/Q529270,Marie-Victoire Lemoine,10
http://www.wikidata.org/entity/Q69566,Jean Henri Riesener,10
http://www.wikidata.org/entity/Q1906150,Charles Alston,10
http://www.wikidata.org/entity/Q652548,William Baziotes,10
http://www.wikidata.org/entity/Q1042125,Hua Yan,10
http://www.wikidata.org/entity/Q70758,Julius Schrader,10
http://www.wikidata.org/entity/Q944962,Achille Etna Michallon,10
http://www.wikidata.org/entity/Q593715,Alexander Liberman,10
http://www.wikidata.org/entity/Q700068,Wang Mian,10
http://www.wikidata.org/entity/Q2470693,Ke Jiusi,10
http://www.wikidata.org/entity/Q3192792,Kanō Takanobu,10
http://www.wikidata.org/entity/Q1357477,Jan Victors,10
http://www.wikidata.org/entity/Q3304139,Pieter Neefs II,10
http://www.wikidata.org/entity/Q321484,Philippe Rousseau,10
http://www.wikidata.org/entity/Q70441,Jean-François Oeben,10
http://www.wikidata.org/entity/Q3192790,Kanō Sansetsu,10
http://www.wikidata.org/entity/Q1247072,Judit Reigl,10
http://www.wikidata.org/entity/Q2566130,Beauvais Tapestry Manufactory,10
http://www.wikidata.org/entity/Q864173,Hendrick Cornelisz. van Vliet,10
http://www.wikidata.org/entity/Q1285072,Jerry Uelsmann,10
http://www.wikidata.org/entity/Q708968,Isidore Pils,10
http://www.wikidata.org/entity/Q1684579,Jean-Achille Benouville,10
http://www.wikidata.org/entity/Q118798,Walt Kuhn,10
http://www.wikidata.org/entity/Q3107486,Kay Nielsen,10
http://www.wikidata.org/entity/Q325076,Horace Pippin,10
http://www.wikidata.org/entity/Q3568633,William De Morgan,10
http://www.wikidata.org/entity/Q704938,Alexandre-Évariste Fragonard,10
http://www.wikidata.org/entity/Q705880,George Condo,10
http://www.wikidata.org/entity/Q2282231,George Ault,10
http://www.wikidata.org/entity/Q558371,Jean Laurent,10
http://www.wikidata.org/entity/Q2580416,William Rothenstein,10
http://www.wikidata.org/entity/Q358195,George Engleheart,10
http://www.wikidata.org/entity/Q449754,Carlo Naya,10
http://www.wikidata.org/entity/Q2615238,Hong Ren,10
http://www.wikidata.org/entity/Q709990,Joe Cesare Colombo,10
http://www.wikidata.org/entity/Q5461886,Florine Stettheimer,10
http://www.wikidata.org/entity/Q7942584,Vrancke van der Stockt,10
http://www.wikidata.org/entity/Q2095915,Walasse Ting,10
http://www.wikidata.org/entity/Q433566,Eva Watson-Schütze,10
http://www.wikidata.org/entity/Q834889,Li Kan,10
http://www.wikidata.org/entity/Q509636,Robert Adamson,10
http://www.wikidata.org/entity/Q2871385,Auguste Raffet,10
http://www.wikidata.org/entity/Q1349738,Vittore Crivelli,10
http://www.wikidata.org/entity/Q981197,Hubert-François Gravelot,10
http://www.wikidata.org/entity/Q3048892,Ulrich Apt the Elder,10
http://www.wikidata.org/entity/Q946281,Lydos,10
http://www.wikidata.org/entity/Q539063,Hippolyte Petitjean,10
http://www.wikidata.org/entity/Q600088,John Wootton,10
http://www.wikidata.org/entity/Q2580510,Paul Haviland,10
http://www.wikidata.org/entity/Q338410,Bernardino Fungai,10
http://www.wikidata.org/entity/Q1967967,Ugo da Carpi,10
http://www.wikidata.org/entity/Q720073,Frederick Goodall,10
http://www.wikidata.org/entity/Q981304,Carl Fredrik Reuterswärd,10
http://www.wikidata.org/entity/Q1373474,Matteo di Giovanni,10
http://www.wikidata.org/entity/Q744250,Gaspare Diziani,10
http://www.wikidata.org/entity/Q1921617,Georges de Feure,10
http://www.wikidata.org/entity/Q3258676,Loïs Mailou Jones,10
http://www.wikidata.org/entity/Q606983,Hans Weiditz,10
http://www.wikidata.org/entity/Q6701326,Luisa Roldán,10
http://www.wikidata.org/entity/Q1446925,Lo Spagna,10
http://www.wikidata.org/entity/Q3089402,George Chinnery,10
http://www.wikidata.org/entity/Q2125116,Lancelot Blondeel,10
http://www.wikidata.org/entity/Q724570,Claus de Werve,10
http://www.wikidata.org/entity/Q1362985,Vico Magistretti,10
http://www.wikidata.org/entity/Q517574,José Villegas Cordero,10
http://www.wikidata.org/entity/Q1351631,Ludovico Mazzolino,10
http://www.wikidata.org/entity/Q598960,Pomponio Amalteo,10
http://www.wikidata.org/entity/Q952233,David Wojnarowicz,10
http://www.wikidata.org/entity/Q725689,David Jones,10
http://www.wikidata.org/entity/Q2738832,Giovanni di ser Giovanni Guidi,10
http://www.wikidata.org/entity/Q1361116,Paolo di Giovanni Fei,10
http://www.wikidata.org/entity/Q2405424,Bernardino de' Conti,10
http://www.wikidata.org/entity/Q542496,Miriam Schapiro,10
http://www.wikidata.org/entity/Q541862,Tomma Abts,10
http://www.wikidata.org/entity/Q522783,Thomas Struth,10
http://www.wikidata.org/entity/Q7562716,Sooni Taraporevala,10
http://www.wikidata.org/entity/Q5371205,Emil Carlsen,9
http://www.wikidata.org/entity/Q323987,Daniel Huntington,9
http://www.wikidata.org/entity/Q3688068,William Keith,9
http://www.wikidata.org/entity/Q3720237,George Hitchcock,9
http://www.wikidata.org/entity/Q434674,Anne Brigman,9
http://www.wikidata.org/entity/Q2542057,Samuel Scott,9
http://www.wikidata.org/entity/Q724069,James McDougal Hart,9
http://www.wikidata.org/entity/Q453832,Wu Bin,9
http://www.wikidata.org/entity/Q1351738,John Adams Whipple,9
http://www.wikidata.org/entity/Q2029414,Mei Qing,9
http://www.wikidata.org/entity/Q3075041,Utagawa Yoshitora,9
http://www.wikidata.org/entity/Q3200184,Kubo Shunman,9
http://www.wikidata.org/entity/Q3480606,Sesson Shukei,9
http://www.wikidata.org/entity/Q348421,Jacques de Lajoue,9
http://www.wikidata.org/entity/Q1606961,Henry Kirke Brown,9
