Q1366849,Vajrapani,3
Q61747676,wagasa,3
Q26771,Hedera,3
Q48226,Ralph Waldo Emerson,3
Q826930,heart,3
Q4964182,philosopher,3
Q837143,Flight into Egypt,3
Q474,aqueduct,3
Q1615371,stomacher,3
Q19261760,agricultural worker,3
Q20638126,tomato,3
Q11460,clothing,3
Q10285,Colosseum,3
Q193888,mitre,3
Q2397485,chain,3
Q45967,Persephone,3
Q5094009,chestnut hair,3
Q1129653,everyday life,3
Q868,Aristotle,3
Q30974,Rouen,3
Q163920,Adonis,3
Q1194132,tassel,3
Q46373,Edgar Degas,3
Q44015,John the Apostle,3
Q1196123,military uniform,3
Q1221373,muff,3
Q165447,pen,3
Q5480254,Francis Blackwell Mayer,3
Q1430154,cloister,3
Q34581,childbirth,3
Q51625,Salvator Mundi,3
Q41484,Hermes,3
Q79876,Isis,3
Q159429,Papio,3
Q43706,John Chrysostom,3
Q732413,Esther,3
Q191808,nun,3
Q276035,"Virginia Oldoini, Countess of Castiglione",3
Q238744,Peter of Verona,3
Q374192,aureola,3
Q189290,military officer,3
Q514847,contrapposto,3
Q237959,Lee Krasner,3
Q125046,Juno,3
Q197204,fur,3
Q366134,chest,3
Q613972,tray,3
Q1922956,black hair,3
Q161775,Stephen,3
Q148993,broad-leaved tree,3
Q44782,port,3
Q175331,demonstration,3
Q108429,archery,3
Q641406,terrace,3
Q5572480,Gluteal sulcus,3
Q241070,Galatea,3
Q7732,Louis XVI of France,3
Q328092,cornice,3
Q180910,leisure,3
Q101401,bell,3
Q734844,laurel wreath,3
Q4352055,Edmund Spenser,3
Q105180,Sojourner Truth,3
Q19809,Christmas,3
Q34221,Niagara Falls,3
Q236232,waist,3
Q1544759,glabrousness,3
Q65560542,Pentecost,3
Q15328,camera,3
Q40520,Rebecca,3
Q203209,conceptual art,3
Q47365,Marie Antoinette,3
Q2741056,cabinet,3
Q196538,microscope,3
Q805221,ballet dancer,3
Q3341893,halo,3
Q34836,Ulysses S. Grant,3
Q1201922,wreath,3
Q302497,mandolin,3
Q1865281,whale,3
Q5603,Andy Warhol,3
Q2087781,Philippe de Montebello,3
Q23640,head,3
Q229432,Lucretia,3
Q33741,lightning,3
Q2467856,Agony in the Garden,3
Q40231,election,3
Q312583,"Augustus FitzRoy, 3rd Duke of Grafton",3
Q15193,Alexander I of Russia,3
Q37134,Frederick William III of Prussia,3
Q130834,"Francis II, Holy Roman Emperor",3
Q1616828,witch,3
Q80513,Saint Cecilia,2
Q1329376,Elijah Boardman,2
Q723956,Joel Roberts Poinsett,2
Q181391,baldness,2
Q849964,jacket,2
Q2191986,elderly people,2
Q4327778,fireplace mantel,2
Q6933946,white hair,2
Q10550521,parlour,2
Q15324,body of water,2
Q161358,wing,2
Q107711,firefighter,2
Q854429,portal,2
Q5463,Rocky Mountains,2
Q98,Pacific Ocean,2
Q164160,twilight,2
Q673400,Moorea,2
Q1066198,Charles Sumner,2
Q1391990,Howqua,2
Q237169,seaweed,2
Q162117,Ipomoea nil,2
Q465774,Order of the Golden Fleece,2
Q485027,body armor,2
Q615161,Sanford Robinson Gifford,2
Q2314981,Squam Lake,2
Q645466,national coat of arms,2
Q25999,sail,2
Q1272156,ostrich plume,2
Q157017,Magnolia,2
Q211568,fleur-de-lis,2
Q422666,understory,2
Q81895,spoon,2
Q215605,Chinese dragon,2
Q192196,mist,2
Q59668787,pine tree,2
Q599838,Budai,2
Q7322,Christopher Columbus,2
Q758780,gardener,2
Q59914960,Ichikawa Omezō I,2
Q2123827,tablet,2
Q9165,soul,2
Q6498826,martyr,2
Q22338185,Augustine Roulin,2
Q638172,peddler,2
Q160695,torso,2
Q11474035,Iwai Hanshirō IV,2
Q11531057,Matsumoto Kōshirō IV,2
Q7295963,rattle,2
Q178903,Alexander Hamilton,2
Q43663,sock,2
Q49007,yarn,2
Q13276,cake,2
Q203443,tombstone,2
Q18624424,Geese,2
Q849813,pocket watch,2
Q172833,broom,2
Q241337,shamisen,2
Q3895823,Portable partitions,2
Q2932793,Cadwallader Colden,2
Q453187,Marie-Gabrielle Capet,2
Q30045559,Marie Marguerite Carraux de Rosemond,2
Q194015,Daphne,2
Q62382636,laurel branch,2
Q863679,chinoiserie,2
Q5852,blanket,2
Q2390861,majo / maja,2
Q6497468,disguise,2
Q11549108,Q11549108,2
Q63348488,Q63348488,2
Q42710,water buffalo,2
Q43624,Trochilidae,2
Q44853,Hiawatha,2
Q192785,Goliath,2
Q11565897,Sawamura Sōjūrō III,2
Q956,Beijing,2
Q5413,Yangtze,2
Q2201314,hen,2
Q11425405,Bandō Mitsugorō II,2
Q1059232,chaise longue,2
Q753,copper,2
Q80066,Anisoptera,2
Q335261,ornament,2
Q1358789,senior,2
Q29969011,urban landscape,2
Q3775662,inkstand,2
Q6691,Homer,2
Q595094,sister,2
Q4010399,dressing gown,2
Q90930893,Cornelia Paterson Van Rensselaer,2
Q262026,andiron,2
Q132582,Pan,2
Q173366,bayonet,2
Q475018,living room,2
Q552461,hand washing,2
Q1578,cigarette,2
Q148558,bridle,2
Q3350685,olive grove,2
Q719426,lactation,2
Q11260,Broadway,2
Q82732,Aeneas,2
Q184296,tapestry,2
Q199701,kabuki,2
